Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background,tag
"0.0,0.0","633.267,264.956","552.915,274.839","552.963,409.979","554.839,525.61","709.674,247.343","758.69,386.458","805.65,525.497","711.683,300.208","664.631,313.965","633.238,449.158","633.347,633.363","766.537,290.469","766.538,413.814","805.749,529.492","0.0,0.0","0.0,0.0","0.0,0.0","635.17,259.152","807.699,566.661","823.299,560.805","811.579,549.047","586.212,666.544","584.298,660.711","648.971,648.939",0,1
"0.0,0.0","633.26,261.125","552.954,274.713","552.969,408.008","554.847,527.519","709.658,245.415","758.744,388.435","805.643,525.517","713.652,302.172","664.694,317.845","631.355,453.05","633.345,635.252","770.393,290.488","768.476,415.808","805.754,531.445","0.0,0.0","0.0,0.0","0.0,0.0","633.388,259.136","803.744,564.723","817.465,562.744","813.544,549.042","586.304,666.593","586.243,660.722","648.983,649.019",0,1
"0.0,0.0","633.32,264.998","552.969,274.833","554.825,411.849","554.893,529.471","709.709,253.245","760.602,388.386","805.685,525.636","715.586,304.175","666.546,319.806","631.326,456.98","635.227,635.284","770.402,298.272","772.325,413.92","805.758,531.421","0.0,0.0","0.0,0.0","0.0,0.0","635.213,257.202","811.58,560.802","825.29,556.923","809.634,552.995","586.249,666.671","584.337,662.683","650.903,649.023",0,1
"0.0,0.0","633.305,261.077","554.873,270.8","554.836,411.869","554.934,529.472","709.675,253.228","760.697,390.353","805.687,529.438","715.62,306.151","666.609,319.896","629.397,447.2","635.257,635.296","770.43,302.219","768.473,417.795","805.767,531.41","0.0,0.0","0.0,0.0","0.0,0.0","635.19,257.165","817.455,560.846","825.287,558.876","811.58,554.868","586.239,668.529","584.323,664.56","650.93,649.027",0,1
"603.873,321.84","633.355,261.039","554.991,266.915","554.861,408.024","555.007,529.481","711.634,255.134","760.711,388.438","805.72,527.573","715.56,308.13","664.716,321.786","627.407,447.178","635.27,635.263","770.424,304.195","770.459,415.894","807.652,533.37","0.0,0.0","615.622,308.097","0.0,0.0","633.388,257.186","817.444,562.759","825.337,558.841","813.552,554.875","586.296,666.7","586.226,662.696","650.945,648.984",0,1
"0.0,0.0","633.266,261.089","556.88,259.148","554.833,409.984","554.993,533.357","711.666,257.193","762.569,392.34","805.709,531.407","717.533,310.036","666.545,319.886","625.45,445.238","635.289,635.277","772.425,306.147","770.45,417.827","807.631,533.385","0.0,0.0","0.0,0.0","0.0,0.0","633.283,259.08","819.407,562.796","0.0,0.0","817.401,554.938","586.262,668.533","584.34,664.569","650.954,649.004",0,1
"1107.48,384.579","1103.5,396.256","1107.38,398.098","1111.31,411.874","1115.19,421.738","1093.72,396.246","1089.89,409.993","1091.75,423.657","1103.39,425.591","1105.4,425.601","1105.37,447.129","1103.45,472.617","1095.64,423.673","1093.67,445.25","1089.82,472.634","1109.43,384.418","0.0,0.0","1107.43,384.515","1103.36,384.464","1091.76,476.578","1091.77,476.508","1089.78,472.666","1105.45,474.603","1105.46,474.614","1101.56,474.577",0,0
"590.198,319.834","633.221,261.067","556.931,263.042","554.86,409.944","554.992,537.249","707.729,257.091","766.493,398.203","805.644,533.354","721.443,315.899","672.455,323.801","621.594,445.204","635.302,635.266","772.336,308.116","764.547,427.591","807.672,535.362","0.0,0.0","603.881,308.07","0.0,0.0","631.343,253.252","821.367,570.565","0.0,0.0","817.459,556.836","586.283,668.549","584.356,664.586","650.978,648.998",0,1
"586.336,317.835","633.234,263.061","556.883,272.833","554.867,409.927","554.977,537.246","705.8,257.177","766.549,398.174","805.651,535.323","721.48,315.941","674.453,323.793","621.552,447.236","635.293,635.297","772.343,311.989","745.022,478.538","774.387,641.129","0.0,0.0","599.99,306.114","0.0,0.0","629.399,253.233","737.16,672.502","756.743,674.472","788.062,654.874","586.297,668.551","586.209,664.567","650.968,649.028",0,1
"1117.12,384.517","1103.52,396.239","1107.49,396.275","1113.29,411.915","1115.24,421.715","1093.72,396.212","1089.88,411.866","1089.86,421.721","1103.4,425.611","1105.44,425.622","1105.44,447.13","1103.5,468.731","1095.64,425.58","1095.66,445.239","1093.68,466.805","1117.17,382.61","0.0,0.0","1107.49,384.483","1103.38,384.439","1093.71,470.685","1097.61,470.676","1093.67,468.734","1107.41,470.718","1105.52,470.712","1103.45,470.708",0,0
"582.386,315.88","633.308,259.175","560.811,264.987","554.923,407.974","555.005,533.387","705.806,257.074","770.458,402.118","805.702,537.253","721.473,319.858","674.428,329.635","619.627,435.436","635.298,635.258","772.382,317.87","768.465,427.6","807.687,533.381","576.484,302.149","592.161,304.071","0.0,0.0","623.537,245.449","823.351,570.53","0.0,0.0","821.278,556.838","586.276,668.557","586.208,664.586","650.984,649.008",0,1
"580.412,310.01","629.401,259.098","556.916,268.9","554.928,404.11","554.99,531.458","703.822,255.132","770.446,400.169","805.678,535.301","721.477,319.818","676.384,329.621","619.544,435.445","635.271,635.25","772.378,315.914","768.458,427.576","809.605,533.398","570.56,300.219","590.223,300.206","0.0,0.0","621.563,243.482","0.0,0.0","0.0,0.0","821.318,556.88","586.282,668.529","586.209,664.565","650.959,648.984",0,1
"576.489,308.045","631.299,257.194","556.842,266.92","554.881,406.049","554.984,533.355","703.811,255.133","770.45,400.146","805.65,531.394","721.47,319.867","676.356,331.588","619.526,437.364","635.27,635.206","772.379,317.852","742.998,464.795","774.341,639.203","566.681,296.318","588.199,294.348","0.0,0.0","619.698,241.505","737.119,674.422","756.711,676.372","786.104,652.923","586.306,668.532","586.216,664.559","650.956,648.931",0,1
"586.249,306.097","627.41,261.04","549.035,280.643","552.894,411.855","554.917,535.305","699.906,251.282","768.501,402.151","805.639,529.51","723.392,319.802","674.451,329.66","617.643,441.29","635.234,635.322","772.352,313.932","742.969,470.678","774.366,641.163","570.621,294.349","596.061,290.389","0.0,0.0","619.701,241.427","735.174,674.437","754.746,676.398","788.044,656.823","586.227,666.713","584.314,664.573","650.923,650.889",0,1
"586.235,304.186","625.442,261.083","547.112,286.48","552.952,409.943","554.913,533.375","697.921,251.273","762.667,402.171","805.641,535.347","723.388,315.915","676.368,323.813","619.596,445.161","635.232,635.305","770.459,306.149","762.623,425.655","805.76,537.277","570.573,292.437","592.135,288.484","0.0,0.0","619.594,239.535","827.251,570.668","0.0,0.0","817.403,558.829","586.205,668.536","584.294,664.582","650.931,649.026",0,1
"582.321,304.087","621.567,263.016","547.072,286.524","552.962,408.008","552.951,529.45","694.0,251.267","758.703,396.207","797.899,529.483","717.556,310.024","668.543,321.836","623.526,464.845","633.345,635.278","770.415,302.198","764.561,419.732","805.651,537.271","568.64,290.521","588.252,288.4","0.0,0.0","617.714,239.521","813.566,570.637","823.295,568.622","809.651,554.993","584.304,666.625","582.357,662.662","649.023,649.012",0,1
"580.393,304.17","619.603,264.964","543.243,288.463","552.933,408.03","552.903,527.574","692.096,251.281","756.749,390.369","795.916,527.477","711.628,304.102","664.601,313.95","635.198,447.171","633.291,635.223","762.589,290.442","762.643,415.837","803.679,535.311","564.703,292.381","588.231,288.503","0.0,0.0","617.684,241.422","803.763,572.567","813.569,570.574","807.687,549.084","584.274,666.618","580.419,662.666","648.959,648.97",0,1
"582.333,304.198","621.528,261.112","545.166,286.536","552.979,408.006","551.013,527.522","692.06,249.315","756.742,396.177","797.835,529.458","711.698,292.45","664.706,306.153","641.147,443.271","633.293,633.356","762.602,280.657","762.596,415.792","803.708,537.237","566.651,292.393","588.284,288.517","0.0,0.0","617.714,241.428","807.658,572.529","815.508,570.539","809.61,554.927","584.278,666.614","580.431,662.656","648.939,648.957",0,1
"578.419,304.147","619.621,259.168","545.179,286.547","552.915,409.923","552.962,527.494","692.04,249.3","758.616,394.257","797.881,535.362","709.703,294.383","664.561,306.156","648.888,460.833","633.271,635.225","760.641,284.549","764.532,425.638","801.758,539.196","562.772,290.476","588.191,288.491","0.0,0.0","619.499,241.435","829.233,572.493","0.0,0.0","805.727,556.94","582.373,666.613","580.398,662.646","648.901,649.006",0,1
"584.306,304.128","619.541,259.12","543.227,288.425","552.979,409.935","552.899,527.471","690.121,243.449","756.755,396.242","794.017,531.464","707.755,288.52","662.631,302.19","650.901,458.904","633.249,635.234","758.718,280.63","762.628,427.593","797.831,537.257","570.512,290.554","588.338,288.453","0.0,0.0","619.534,241.387","823.311,570.518","827.226,566.703","803.761,556.837","582.329,666.613","578.468,662.647","647.008,649.036",0,1
"1107.37,388.434","1093.69,398.234","1103.48,398.278","1105.56,413.924","1107.39,425.653","1087.82,398.197","1078.03,413.861","1076.04,429.468","1089.82,429.591","1099.55,431.425","1093.72,453.08","1089.8,476.502","1087.72,429.551","1085.82,451.114","1079.96,476.514","1105.49,386.434","0.0,0.0","1103.5,386.434","1091.71,384.598","1081.96,478.485","1081.92,476.597","1078.02,476.627","1095.62,478.452","1095.63,476.642","1089.75,476.625",0,0
"1107.39,388.405","1091.81,398.198","1103.4,398.261","1105.37,415.748","1107.43,429.505","1087.82,398.165","1081.96,413.805","1076.16,427.584","1089.75,429.618","1095.65,431.452","1093.68,454.996","1089.8,476.591","1085.85,429.571","1085.83,453.06","1081.91,476.58","1105.51,384.581","0.0,0.0","1103.49,384.593","1089.86,384.512","1083.9,478.489","1083.87,476.592","1079.97,478.486","1095.68,478.55","1095.67,478.56","1089.74,478.531",0,0
"584.267,304.121","619.656,255.213","551.006,274.777","547.095,408.018","543.193,529.444","692.043,243.483","748.866,392.306","791.957,537.299","701.873,290.451","658.766,304.115","648.972,460.867","629.383,635.329","756.694,282.614","762.586,433.446","792.017,541.224","570.616,290.52","590.188,288.449","0.0,0.0","619.589,241.386","0.0,0.0","0.0,0.0","801.77,562.762","574.496,668.555","572.602,664.593","641.142,650.999",0,1
"584.258,304.135","619.632,257.067","549.079,274.8","545.103,409.981","543.168,527.562","692.052,243.464","746.959,390.397","791.9,537.264","701.885,288.531","658.785,302.225","648.909,460.919","629.357,635.321","756.687,280.657","762.575,433.51","791.949,541.26","570.592,290.522","590.193,288.444","0.0,0.0","619.6,241.396","819.411,574.589","823.27,576.509","795.915,564.715","572.619,668.54","572.563,664.59","641.133,651.007",0,1
"1101.53,398.16","1089.8,400.1","1095.69,400.129","1103.41,415.799","1103.52,427.615","1087.74,398.277","1078.02,413.903","1076.05,429.475","1089.69,429.609","1089.88,431.435","1089.87,453.036","1087.83,476.476","1087.74,429.586","1087.81,451.087","1083.92,474.617","1103.47,396.183","0.0,0.0","1101.54,390.342","1087.78,386.444","1087.85,478.469","1087.81,476.595","1085.84,476.541","1089.83,476.596","1091.7,478.464","1087.83,476.58",0,0
"584.329,304.065","619.54,253.197","547.068,274.816","541.297,408.017","541.244,527.499","692.094,237.574","745.03,390.369","790.007,533.393","699.901,288.463","654.825,300.222","648.9,460.894","623.505,635.301","750.838,282.588","760.594,429.532","789.974,541.213","570.615,290.445","590.165,286.523","0.0,0.0","619.543,237.519","817.461,572.661","821.321,574.554","795.896,558.837","572.536,668.524","570.661,664.574","637.232,650.943",0,1
"582.377,304.062","617.636,251.232","545.146,274.74","541.287,404.093","541.249,527.519","692.039,235.59","744.963,392.302","789.972,531.403","697.96,286.538","650.978,296.326","646.963,460.852","621.609,635.235","748.917,282.601","758.718,429.578","788.074,539.241","568.683,290.403","588.269,286.503","0.0,0.0","619.527,235.593","809.622,572.568","813.559,574.52","791.999,556.9","572.591,666.603","572.52,662.614","637.188,649.004",0,1
"584.338,302.212","617.563,249.316","543.188,274.749","541.237,406.032","541.184,527.531","692.039,233.625","744.92,394.283","788.083,531.395","697.971,286.512","650.948,296.318","646.964,455.037","621.581,635.26","750.836,280.655","758.619,427.571","786.106,539.184","570.53,290.403","588.29,284.568","0.0,0.0","619.492,233.615","0.0,0.0","0.0,0.0","791.977,556.87","570.594,666.647","570.555,662.681","635.335,650.883",0,1
"1093.69,396.173","1087.86,398.225","1089.91,398.285","1095.62,413.817","1097.6,421.729","1081.96,398.193","1076.13,411.934","0.0,0.0","1087.72,427.57","1089.72,427.602","1089.72,447.231","1087.77,474.537","1081.92,427.567","1081.91,447.144","1081.91,472.627","1097.63,388.446","0.0,0.0","1091.81,386.505","1087.69,384.591","1079.99,476.508","1083.87,476.496","1081.95,474.567","1089.74,474.616","1089.75,474.64","1087.76,474.627",0,0
"1091.85,396.22","1087.7,398.221","1089.81,398.255","1093.66,413.869","1097.61,425.662","1076.1,398.2","1074.11,413.79","1076.09,425.648","1083.91,429.483","1087.86,429.506","1087.88,449.196","1087.78,476.492","1076.07,429.462","1076.12,447.255","1078.0,474.62","1095.66,388.428","0.0,0.0","1089.85,388.384","1081.96,386.427","1078.01,476.581","1081.9,476.562","1078.02,476.507","1089.8,476.615","1089.8,476.628","1087.76,476.572",0,0
"1097.64,386.527","1083.93,398.145","1089.69,398.171","1089.86,413.895","1095.69,429.464","1074.16,398.133","1072.15,413.795","1076.05,425.613","1079.98,429.556","1087.75,429.582","1087.84,453.044","1087.78,476.55","1074.11,429.524","1076.03,449.207","1076.08,476.521","1095.63,384.56","0.0,0.0","1089.78,384.58","1078.02,384.448","1078.01,476.616","1079.97,476.6","1076.1,476.563","1091.72,478.497","1089.8,478.532","1087.77,478.473",0,0
"1091.76,386.492","1080.0,398.142","1087.78,398.179","1089.82,413.919","1097.59,427.564","1074.06,398.122","1068.21,413.855","1060.38,429.578","1076.03,431.494","1083.92,431.51","1081.93,458.935","1079.99,478.571","1072.18,431.462","1072.14,456.994","1072.09,478.544","1089.87,384.533","0.0,0.0","1087.9,384.511","1074.18,382.608","1072.14,480.51","1072.11,480.501","1072.09,478.584","1085.82,480.525","1085.84,480.535","1079.96,480.522",0,0
"570.599,298.266","615.618,243.434","541.237,264.978","539.235,400.186","535.37,523.575","684.211,239.489","741.006,386.486","778.324,527.541","695.949,282.613","650.895,292.417","637.207,445.193","617.613,633.316","744.927,274.797","748.863,427.595","776.355,531.441","556.869,286.507","576.468,280.685","0.0,0.0","609.778,229.69","0.0,0.0","0.0,0.0","788.03,554.936","566.68,664.66","566.666,656.796","631.357,648.997",0,1
"570.595,296.358","613.682,241.537","541.247,259.104","539.208,400.181","535.319,523.539","682.315,239.492","739.098,386.444","776.392,525.515","694.027,280.669","649.014,292.409","637.181,447.139","617.56,633.293","743.055,272.826","746.917,425.654","774.402,527.532","556.834,286.507","574.588,280.639","0.0,0.0","607.828,227.854","0.0,0.0","0.0,0.0","776.407,529.556","566.665,664.61","566.682,652.959","629.421,648.974",0,1
"568.582,294.377","611.755,243.411","541.275,255.175","537.339,398.258","531.403,523.504","680.288,241.492","739.115,384.554","776.291,525.585","694.021,282.624","648.953,292.449","635.233,447.149","615.665,633.293","744.928,272.806","746.915,429.576","774.351,527.557","554.888,282.655","572.638,278.716","0.0,0.0","605.888,229.756","0.0,0.0","0.0,0.0","780.276,554.85","560.817,664.614","560.836,656.786","629.361,648.956",0,1
"570.592,294.392","605.921,245.387","535.374,268.903","533.399,400.137","527.566,523.542","678.31,241.416","735.194,384.431","776.248,525.58","694.027,280.639","648.914,292.41","635.232,447.132","615.622,633.245","744.964,270.852","744.99,417.811","776.288,533.377","554.947,286.528","574.559,276.713","0.0,0.0","605.863,229.706","0.0,0.0","0.0,0.0","784.133,554.86","558.856,664.61","558.888,656.779","627.406,648.935",0,1
"568.676,294.405","603.972,245.432","535.305,270.874","533.378,398.157","525.648,521.598","676.377,239.509","735.175,382.586","776.233,525.54","694.06,278.723","648.924,292.401","635.177,445.176","615.605,631.316","745.0,270.848","745.042,419.748","774.383,529.466","554.9,286.548","574.541,276.793","0.0,0.0","603.977,229.725","0.0,0.0","0.0,0.0","778.301,554.84","556.942,664.538","558.82,654.813","625.489,648.893",0,1
"564.754,292.412","603.92,245.357","533.387,266.948","529.458,398.193","525.599,515.776","676.386,239.496","739.1,384.542","774.419,525.485","692.058,278.723","646.995,292.397","631.364,447.186","613.724,629.355","743.028,270.831","745.036,417.811","776.293,529.486","552.904,282.638","572.594,276.746","0.0,0.0","603.954,229.745","801.751,562.747","801.781,566.652","778.329,554.856","556.922,662.699","556.964,652.919","627.407,645.049",0,1
"564.713,290.518","603.872,245.377","533.394,263.038","527.508,398.142","525.605,515.739","674.457,239.491","742.951,392.335","776.26,523.646","690.117,284.542","645.072,292.434","631.291,437.388","611.742,627.437","743.006,274.757","745.025,417.789","776.358,525.585","551.03,280.658","572.613,274.835","0.0,0.0","603.922,229.735","801.734,560.85","801.77,564.743","784.161,552.921","556.917,662.62","556.933,650.989","625.442,643.092",0,1
"562.737,292.381","603.886,243.458","533.365,259.136","525.642,394.314","525.596,515.732","676.378,237.555","742.924,386.43","774.439,523.567","692.056,286.515","647.004,298.274","619.665,447.184","607.876,627.39","742.967,274.758","745.033,415.831","776.285,523.628","551.009,278.724","572.555,274.865","0.0,0.0","603.894,229.694","795.914,562.778","799.793,566.68","784.128,549.042","556.841,658.78","556.833,650.899","623.49,641.149",0,1
"556.869,290.505","603.896,247.325","529.501,266.942","525.543,394.247","525.539,515.739","676.376,239.5","742.925,382.549","774.387,521.574","694.049,290.475","648.928,306.071","609.765,455.008","605.943,625.481","743.066,282.595","748.909,406.03","776.297,521.62","543.221,276.764","570.529,276.718","0.0,0.0","603.836,227.727","791.935,560.828","793.971,558.895","776.293,541.27","554.931,658.752","554.937,650.898","621.584,639.217",0,1
"564.696,290.431","603.878,247.375","525.642,272.755","525.468,390.379","525.484,513.819","672.49,235.616","744.896,382.51","774.378,521.563","696.004,296.348","650.872,308.138","603.902,455.033","605.893,623.483","744.961,288.507","744.986,415.813","776.287,521.582","549.081,278.697","570.658,274.756","0.0,0.0","601.936,225.768","0.0,0.0","0.0,0.0","786.048,541.215","554.933,658.733","554.907,650.89","621.54,637.203",0,1
"568.676,288.557","603.939,247.356","525.553,270.843","523.658,390.372","525.5,517.701","678.348,239.483","746.932,386.422","774.366,523.497","695.963,306.095","648.94,317.881","596.069,456.989","605.848,621.591","745.029,302.187","721.459,464.811","744.909,629.387","552.974,276.799","572.605,272.779","0.0,0.0","601.941,223.817","707.718,656.835","725.346,660.721","758.633,643.112","554.927,654.846","554.906,649.001","621.535,635.318",0,1
"566.685,288.478","603.899,253.236","525.477,272.807","523.638,390.376","525.507,513.817","676.396,241.443","746.95,382.552","774.344,519.645","688.162,315.891","643.103,323.738","590.236,427.6","603.989,621.531","744.957,310.063","717.521,458.948","743.052,629.404","549.043,274.866","572.516,270.883","0.0,0.0","601.917,223.786","701.849,660.685","719.493,662.65","758.579,645.038","554.851,652.967","554.872,648.996","619.679,635.254",0,1
"560.841,288.397","603.977,251.264","523.604,270.85","523.611,390.356","523.598,511.858","682.332,241.458","746.917,380.6","774.323,517.707","680.323,321.832","635.313,333.522","588.249,427.596","603.931,619.672","729.335,319.846","713.588,449.151","742.976,627.42","545.138,274.755","570.559,270.849","0.0,0.0","601.854,219.902","699.922,658.764","715.622,660.735","756.682,643.086","552.959,652.932","552.95,648.959","619.622,635.196",0,1
"562.789,286.463","603.972,251.234","523.538,272.773","523.607,390.341","523.6,509.843","682.247,239.476","745.01,376.685","774.271,517.684","684.222,319.857","641.134,331.594","586.277,417.814","603.889,619.673","733.2,315.922","711.643,445.19","742.913,627.421","545.139,272.873","570.617,266.921","0.0,0.0","601.861,214.061","699.954,658.773","717.56,660.718","752.83,639.203","552.943,652.903","552.919,648.923","619.595,635.216",0,1
"560.827,280.662","603.928,247.354","523.542,270.886","523.623,388.449","523.597,509.83","680.354,235.608","744.985,378.604","772.365,515.723","682.242,319.877","637.249,333.496","586.219,425.621","603.832,619.54","729.266,315.909","711.61,447.141","741.03,623.54","543.217,272.719","570.562,261.091","0.0,0.0","600.026,212.112","698.027,654.882","715.556,656.822","750.85,637.248","552.96,650.994","551.025,647.03","619.533,633.236",0,1
"556.978,276.698","603.939,245.358","523.575,268.917","523.622,388.395","523.586,507.886","680.355,231.681","743.01,374.698","770.471,511.869","680.351,321.777","635.328,331.57","586.326,417.825","602.022,617.669","727.363,317.885","711.628,447.184","741.044,621.588","541.307,266.919","568.634,259.134","0.0,0.0","599.999,210.187","697.925,652.925","713.573,654.876","750.842,637.252","554.853,650.9","552.94,645.066","619.522,631.338",0,1
"564.744,274.779","605.883,243.38","523.642,264.998","523.613,386.512","523.504,507.855","680.358,227.779","739.126,370.765","768.499,509.868","682.254,313.969","635.309,321.844","588.175,445.232","601.951,617.671","739.081,306.143","713.559,453.071","741.003,619.655","547.069,264.963","570.661,257.18","0.0,0.0","599.98,210.043","695.99,652.908","711.626,654.87","746.991,635.308","552.996,649.023","552.932,643.091","617.609,633.232",0,1
"564.752,274.862","603.985,239.52","525.606,261.083","523.672,384.498","523.482,504.027","676.42,225.78","737.103,368.869","768.444,509.866","690.097,292.431","643.068,306.115","592.191,447.209","601.927,617.672","739.114,288.459","729.277,419.769","772.353,513.796","547.112,266.917","570.639,259.075","0.0,0.0","599.967,210.056","784.143,545.194","0.0,0.0","776.345,537.246","552.916,648.987","551.026,643.066","617.552,633.265",0,1
"560.846,274.882","603.872,239.489","525.595,259.077","523.659,384.429","523.5,503.989","668.604,225.855","731.269,374.722","768.462,509.972","686.188,284.582","639.166,294.403","603.971,431.514","601.859,617.675","735.19,276.717","737.108,404.079","766.503,511.825","545.115,265.021","570.549,259.104","0.0,0.0","599.927,212.037","784.165,543.177","0.0,0.0","774.379,539.214","549.059,648.957","549.071,639.215","615.621,633.311",0,1
"556.981,276.803","601.969,239.512","525.597,259.082","523.663,382.582","521.628,504.012","668.549,229.724","729.326,370.808","766.548,513.802","686.221,274.766","643.094,286.543","613.732,429.598","601.884,617.582","735.159,264.985","735.176,400.194","742.907,621.535","543.15,268.859","568.613,259.202","0.0,0.0","599.942,212.189","698.02,650.968","715.563,654.819","746.908,635.301","549.033,647.033","549.067,637.242","613.708,633.234",0,1
"558.864,278.692","601.904,231.698","525.571,257.15","525.483,382.541","521.629,505.909","668.567,219.933","729.3,370.835","764.556,513.814","686.178,270.847","639.159,280.66","617.693,439.342","601.868,615.662","735.175,263.001","739.103,411.872","760.579,511.876","543.183,266.968","570.518,261.066","0.0,0.0","600.026,214.059","0.0,0.0","0.0,0.0","768.454,537.32","547.121,646.955","549.049,635.326","613.691,631.335",0,1
"556.878,276.788","601.932,227.789","525.597,255.159","525.48,382.462","521.659,503.981","670.547,214.091","729.292,366.928","762.618,509.957","688.158,268.884","637.268,276.753","621.532,435.416","601.865,615.656","739.061,261.077","742.971,413.87","760.597,511.838","541.283,264.957","568.598,261.096","0.0,0.0","600.028,214.041","0.0,0.0","0.0,0.0","766.499,537.28","545.173,646.955","547.102,635.323","613.685,631.332",0,1
"556.951,274.885","603.863,225.819","527.531,247.341","523.641,380.606","521.625,502.055","674.442,212.081","729.318,368.788","762.595,509.897","688.138,272.765","639.208,278.73","619.655,443.222","600.021,615.645","735.155,266.946","742.955,415.83","758.717,511.876","543.243,263.04","568.65,259.178","0.0,0.0","600.028,212.18","0.0,0.0","0.0,0.0","766.527,537.261","547.079,645.074","547.093,635.294","611.766,631.35",0,1
"566.645,274.786","603.926,225.797","525.579,253.216","523.608,382.495","523.522,503.967","676.406,210.126","729.277,368.888","762.567,509.859","686.22,272.764","639.207,280.664","621.523,439.353","600.017,611.757","735.154,266.93","742.969,413.865","760.689,513.817","550.978,264.989","570.662,259.058","0.0,0.0","599.986,212.094","0.0,0.0","0.0,0.0","772.364,537.321","549.078,645.011","549.031,635.228","611.774,629.361",0,1
"562.792,274.735","603.871,225.811","525.597,251.265","523.623,380.603","521.649,500.1","674.428,212.096","729.216,370.754","762.578,507.989","690.083,270.843","643.088,278.687","621.618,429.564","599.988,611.724","737.153,264.987","742.96,413.865","758.676,511.812","549.04,263.027","570.602,259.03","0.0,0.0","599.993,212.071","0.0,0.0","0.0,0.0","772.352,537.246","547.136,645.041","545.182,635.28","613.682,627.407",0,1
"564.692,274.718","601.998,225.83","525.521,255.131","523.604,380.591","521.614,500.066","674.46,212.096","729.243,368.826","760.75,509.822","688.136,270.833","641.135,278.709","625.447,429.525","599.961,607.83","737.13,264.971","742.958,413.902","741.072,609.801","547.093,263.045","570.594,259.051","0.0,0.0","600.007,210.196","695.936,646.995","709.71,648.946","744.921,625.443","547.123,643.093","545.151,635.229","611.727,625.456",0,1
"560.817,272.876","601.964,225.851","523.643,257.073","523.591,380.596","519.694,500.084","674.413,212.126","729.252,368.767","760.706,507.875","690.105,266.917","643.111,276.709","625.436,427.582","600.017,605.887","739.096,259.107","743.021,413.829","741.083,603.974","543.234,261.053","570.537,257.195","0.0,0.0","600.027,210.119","697.909,643.06","713.668,645.034","744.924,621.536","545.131,643.063","543.199,635.232","613.711,623.5",0,1
"564.71,272.807","601.904,225.842","523.612,255.217","523.601,382.445","517.723,500.088","674.421,212.059","729.231,366.897","760.669,507.84","686.21,264.984","641.123,276.744","625.49,427.575","601.863,605.872","737.138,259.08","743.027,413.885","742.924,603.904","547.088,259.221","570.619,257.083","0.0,0.0","600.024,208.194","697.935,641.163","715.597,643.122","744.933,619.607","543.239,643.083","543.183,635.24","613.741,623.492",0,1
"560.84,272.721","601.893,225.801","523.577,255.204","523.603,380.58","515.79,502.045","674.452,210.174","727.417,366.822","760.703,507.9","686.224,266.938","641.114,278.684","625.467,429.543","601.878,605.89","737.158,259.102","743.075,415.854","752.789,509.91","545.124,259.128","570.568,255.171","0.0,0.0","601.84,208.1","0.0,0.0","0.0,0.0","0.0,0.0","543.236,641.145","543.171,635.198","613.738,623.516",0,1
"558.843,270.892","600.021,225.749","523.569,255.156","523.61,380.583","515.771,502.046","676.369,210.114","727.383,366.844","760.728,507.847","686.21,266.943","641.108,278.703","625.432,429.521","601.875,605.882","737.148,259.112","744.944,417.785","754.727,509.876","543.153,259.063","568.655,255.134","0.0,0.0","599.986,206.186","0.0,0.0","0.0,0.0","0.0,0.0","545.123,641.142","543.187,635.203","613.732,623.512",0,1
"560.784,270.852","601.903,225.803","523.584,255.217","523.605,380.601","517.684,502.015","674.416,212.034","729.219,364.917","760.735,505.94","686.208,263.025","641.102,274.845","627.433,425.605","601.874,605.879","739.075,257.144","743.067,415.844","750.88,507.922","543.238,259.079","570.517,253.227","0.0,0.0","599.991,206.185","0.0,0.0","0.0,0.0","0.0,0.0","543.243,641.12","543.186,635.193","613.718,623.503",0,1
"558.892,270.853","601.892,225.738","523.603,255.139","523.63,380.557","517.72,500.068","674.462,210.088","729.269,366.806","762.576,505.946","686.197,264.984","639.194,276.744","627.412,427.545","600.011,605.844","739.054,259.096","743.041,415.866","752.833,507.953","543.198,259.052","568.668,253.231","0.0,0.0","599.972,206.17","0.0,0.0","0.0,0.0","0.0,0.0","545.166,639.188","543.227,633.345","611.784,621.611",0,1
"560.836,272.708","600.014,223.865","523.578,255.163","523.612,380.584","517.741,496.216","674.461,208.169","729.239,364.903","762.571,507.828","686.214,264.993","641.105,276.78","627.45,421.741","600.014,603.96","739.068,259.11","743.048,413.897","756.711,507.934","545.122,259.093","570.539,253.205","0.0,0.0","599.979,204.228","0.0,0.0","0.0,0.0","758.773,509.946","547.115,639.167","545.119,633.315","613.677,621.554",0,1
"558.868,270.866","600.011,223.862","523.617,255.15","523.611,380.582","517.69,496.191","674.451,210.067","727.404,362.958","760.73,507.835","688.163,266.959","643.065,278.695","629.349,417.778","601.859,603.958","739.11,261.055","743.064,413.881","743.029,596.092","543.18,259.037","568.674,253.185","0.0,0.0","599.986,200.354","709.716,635.294","737.127,635.308","744.979,611.724","547.115,639.2","545.129,633.341","613.71,621.555",0,1
